State,District,Level,Name,TRU
33,626,DISTRICT,Ramanathapuram,Urban
33,627,DISTRICT,Thoothukkudi,Total
33,627,DISTRICT,Thoothukkudi,Rural
33,627,DISTRICT,Thoothukkudi,Urban
33,628,DISTRICT,Tirunelveli ,Total
33,628,DISTRICT,Tirunelveli ,Rural
33,628,DISTRICT,Tirunelveli ,Urban
33,629,DISTRICT,Kanniyakumari,Total
33,629,DISTRICT,Kanniyakumari,Rural
33,629,DISTRICT,Kanniyakumari,Urban
33,630,DISTRICT,Dharmapuri,Total
33,630,DISTRICT,Dharmapuri,Rural
33,630,DISTRICT,Dharmapuri,Urban
33,631,DISTRICT,Krishnagiri,Total
33,631,DISTRICT,Krishnagiri,Rural
33,631,DISTRICT,Krishnagiri,Urban
33,632,DISTRICT,Coimbatore,Total
33,632,DISTRICT,Coimbatore,Rural
33,632,DISTRICT,Coimbatore,Urban
33,633,DISTRICT,Tiruppur,Total
33,633,DISTRICT,Tiruppur,Rural
33,633,DISTRICT,Tiruppur,Urban
35,0,State,ANDAMAN & NICOBAR ISLANDS,Total
35,0,State,ANDAMAN & NICOBAR ISLANDS,Rural
35,0,State,ANDAMAN & NICOBAR ISLANDS,Urban
35,638,DISTRICT,Nicobars,Total
35,638,DISTRICT,Nicobars,Rural
35,638,DISTRICT,Nicobars,Urban
35,639,DISTRICT,North  & Middle Andaman,Total
35,639,DISTRICT,North  & Middle Andaman,Rural
35,639,DISTRICT,North  & Middle Andaman,Urban
35,640,DISTRICT,South Andaman,Total
35,640,DISTRICT,South Andaman,Rural
35,640,DISTRICT,South Andaman,Urban
